speed,acceleration,diff_angle,,,,,,,
0.19424262911369394,0.0,0.0,possession,,,possession,start passe,end passe,passe
0.19426681497363094,2.4185859936992626e-05,6.199530915917961e-05,possession,,,,,,
0.19428663824359788,1.9823269966939838e-05,0.0007823939670252855,possession,,,,,,
0.19430058459253927,1.3946348941390463e-05,-0.0018297460524800968,possession,,,,,,
0.3454520346690683,0.15115145007652905,-2.3404957161332893,start passe,,,,,,
0.3312874844481724,-0.01416455022089591,-3.556270521944711,passe,,,,,,
0.32376660018599845,-0.007520884262173955,9.351960978163941,passe,,,,,,
0.34564337478967927,0.021876774603680815,-5.7951672100895015,passe,,,,,,
0.29650119842759903,-0.04914217636208024,-5.063054565697183,passe,,,,,,
0.3418799677386774,0.04537876931107837,11.024179184341119,passe,,,,,,
0.33158930893501076,-0.010290658803666641,-9.516040702831146,passe,,,,,,
0.2899146360499946,-0.04167467288501614,5.401537737491717,passe,,,,,,
0.28996172997311026,4.709392311563754e-05,0.0005288672379268888,passe,,,,,,
0.2900081163088387,4.638633572845441e-05,0.00010962824211802058,passe,,,,,,
0.3257679520640427,0.03575983575520397,0.7843154835849084,passe,,,,,,
0.2877160154631627,-0.038051936600879965,6.341576610182976,passe,,,,,,
0.2621571354989242,-0.0255588799642385,-15.937405597827198,passe,,,,,,
0.25453015882798463,-0.007626976670939589,7.807430041816781,passe,,,,,,
0.2545661429668163,3.59841388316573e-05,-0.0007513277829929166,passe,,,,,,
0.262278466710477,0.0077123237436607095,-7.805233655383661,passe,,,,,,
0.2546405977863734,-0.007637868924103619,7.804505144721343,passe,,,,,,
0.2546706939873514,3.0096200978046994e-05,0.00040365343893533634,passe,,,,,,
0.26239376685431853,0.007723072866967107,-7.803637592142705,passe,,,,,,
0.21916956506093993,-0.0432242017933786,6.47211274588544,passe,,,,,,
0.21918781061911213,1.824555817220297e-05,8.250283781841006e-05,passe,,,,,,
0.21921894564338684,3.113502427470882e-05,-0.0008906281628071611,passe,,,,,,
0.183811662676775,-0.03540728296661183,-1.8434611983677716,passe,,,,,,
0.21926803954293048,0.035456376866155465,1.8444996197474541,passe,,,,,,
0.21929666343335052,2.8623890420048648e-05,-0.00021433511307833442,passe,,,,,,
0.21932055176156978,2.3888328219257016e-05,-0.0007081819831231684,passe,,,,,,
0.2193500538522853,2.9502090715505247e-05,0.0014218550377975703,passe,,,,,,
0.18392012921102963,-0.03542992464125566,-1.8449663529893776,passe,,,,,,
0.1839413742500543,2.124503902467545e-05,-0.0011078594035041078,passe,,,,,,
0.14878321277953085,-0.03515816147052345,-2.7184799786240603,passe,,,,,,
0.1839793542466099,0.035196141467079056,2.7197836367407575,passe,,,,,,
0.18399171786795723,1.2363621347322162e-05,-0.00011688105273854887,passe,,,,,,
0.21631916868368034,0.03232745081572311,11.294138517003162,passe,,,,,,
0.1840359862418225,-0.03228318244185785,-11.29304602037336,passe,,,,,,
0.1488586427621837,-0.0351773434796388,-2.7205422427147408,passe,,,,,,
0.18407090999938627,0.03521226723720258,2.720363101182043,passe,,,,,,
0.18409368311812874,2.2773118742464016e-05,-0.00036630703150741795,passe,,,,,,
0.18411178396289626,1.8100844767526825e-05,-0.0010016825154295361,passe,,,,,,
0.1841283939021901,1.6609939293837916e-05,0.0011267340580971563,passe,,,,,,
0.14430623252306082,-0.03982216137912928,11.291071805001803,passe,,,,,,
0.18416017351479752,0.0398539409917367,-11.291145581787582,passe,,,,,,
0.1841818817853716,2.170827057407232e-05,0.0011536346315939028,passe,,,,,,
0.18420138557839208,1.950379302048666e-05,-0.0015429023816135867,passe,,,,,,
0.14899583981105108,-0.035205545767341,-2.7174497459083824,passe,,,,,,
0.19473371920651017,0.04573787939545909,-7.733446816436977,passe,,,,,,
0.18425831842552187,-0.010475400780988298,10.44998183063015,passe,,,,,,
0.14903880792934066,-0.03521951049618122,-2.717278664419421,passe,,,,,,
0.18429867853298068,0.035259870603640026,2.7181048990846914,passe,,,,,,
0.14442240801204362,-0.03987627052093706,11.288067844837698,passe,,,,,,
0.14907925576685974,0.004656847754816118,-14.004788300588656,passe,,,,,,
0.1843457529345304,0.03526649716767066,2.716728783323907,passe,,,,,,
0.14911082220952107,-0.03523493072500933,-2.717453830029921,passe,,,,,,
0.18437417541510376,0.03526335320558269,2.7177889272525118,passe,,,,,,
0.18440085676590914,2.6681350805385362e-05,-0.00010093863424742722,passe,,,,,,
0.14915661750656453,-0.03524423925934461,-2.716548892912437,passe,,,,,,
0.14916679424724563,1.0176740681100416e-05,0.00025303739825055516,passe,,,,,,
0.18444249482155928,0.035275700574313645,2.715300117758254,passe,,,,,,
0.16372243685274057,-0.020720057968818706,4.955913680931497,passe,,,,,,
0.6709301781854702,0.5072077413327296,181.70029013092815,deviation,,,,,,
0.6346980848403491,-0.03623209334512112,-0.2633088233868932,passe,,,,,,
0.6929133713141912,0.05821528647384211,-10.195270505546688,passe,,,,,,
0.7157376527757919,0.02282428146160076,4.932896104575434,passe,,,,,,
0.6977019175106289,-0.018035735265163,-0.26146122574809283,passe,,,,,,
0.7223978286581382,0.024695911147509242,7.561918418854958,passe,,,,,,
0.6694365814362114,-0.052961247221926744,-1.770975790142927,passe,,,,,,
0.724747915325736,0.05531133388952458,-1.0742916129432842,passe,,,,,,
0.6845071406588817,-0.04024077466685427,5.708183099352709,passe,,,,,,
0.7022759501741466,0.017768809515264827,-0.0003733398624774509,passe,,,,,,
0.684037090166899,-0.018238860007247615,0.0002695998925901222,passe,,,,,,
0.6849085549721219,0.0008714648052229323,-3.013781594295722,passe,,,,,,
0.647766166323162,-0.03714238864895991,-355.39339292267766,passe,,,,,,
0.6126362801116159,-0.03512988621154611,355.0388050527095,passe,,,,,,
0.6514608757584784,0.03882459564686258,-2.9744897729734134,passe,,,,,,
0.6110316404679849,-0.04042923529049358,6.344110246450356,passe,,,,,,
0.6108475286329642,-0.00018411183502065054,0.0004481240923723817,passe,,,,,,
0.6656357032641828,0.054788174631218545,-3.097587878073682,passe,,,,,,
0.6104534314753256,-0.05518227178885715,3.097785369632163,passe,,,,,,
0.6114446416446824,0.000991210169356771,-3.371286289212918,passe,,,,,,
0.6459617572225139,0.03451711557783155,3.3718385192444202,passe,,,,,,
0.6098841512631736,-0.036077605959340286,0.00048511654611615995,passe,,,,,,
0.6100181696941516,0.00013401843097793353,-1.6885441344837204,passe,,,,,,
0.573659602734059,-0.03635856696009254,1.6886340697854791,passe,,,,,,
0.6283802174002648,0.054720614666205813,-3.278454461944648,passe,,,,,,
0.6091448971697933,-0.019235320230471586,3.279124641337262,passe,,,,,,
0.6101009070801334,0.000956009910340172,-3.375765794250725,passe,,,,,,
0.6087687798828012,-0.0013321271973322224,3.3760888126375903,passe,,,,,,
0.5774252566081647,-0.03134352327463652,-7.145080723948325,passe,,,,,,
0.573812702363761,-0.003612554244403654,3.5586510327002543,passe,,,,,,
0.5736370632935036,-0.0001756390702574162,9.56321517833203e-05,passe,,,,,,
0.5768888473180986,0.003251784024595028,-3.559449142939684,passe,,,,,,
0.5732887755512034,-0.003600071766895252,3.5596645582691337,passe,,,,,,
0.5588002023639589,-0.014488573187244502,-3.7886525042434016,passe,,,,,,
0.5729470656334633,0.014146863269504428,3.78942256252148,passe,,,,,,
0.5549529130656045,-0.017994152567858857,-0.11535455881477219,passe,,,,,,
0.5726070721157752,0.01765415905017076,0.11523586525240148,passe,,,,,,
0.5368118475862877,-0.03579522452948747,-0.23859510363894287,passe,,,,,,
0.5366589563810487,-0.00015289120523909183,0.00044373762591476407,passe,,,,,,
0.5754938782020186,0.038834921820969925,-3.3257514830421826,passe,,,,,,
0.5363439662763072,-0.03914991192571138,3.3255918639572712,passe,,,,,,
0.5361892503584893,-0.00015471591781790472,0.00021327686303607152,passe,,,,,,
0.5360403450235836,-0.00014890533490574676,0.0004803455913133803,passe,,,,,,
0.49936676353257503,-0.03667358149100852,1.776864052043095,passe,,,,,,
0.500204019052229,0.0008372555196539677,-2.0505403619369815,passe,,,,,,
0.5000703900232418,-0.00013362902898717,0.00012974223125183926,passe,,,,,,
0.5532348706652565,0.05316448064201462,0.39626009841410337,passe,,,,,,
0.5036107400701455,-0.04962413059511095,-4.463238803621692,passe,,,,,,
0.5387272661792784,0.03511652610913285,0.5390682009577858,passe,,,,,,
0.50962654529469,-0.02910072088458837,-4.525630563530626,passe,,,,,,
0.5094703410219235,-0.0001562042727665247,5.3357270616061214e-05,passe,,,,,,
0.5030284905460165,-0.006441850475906952,3.98780938507349,passe,,,,,,
0.4990956466339864,-0.003932843912030082,4.069412844608053,passe,,,,,,
0.502752922953218,0.003657276319231628,-4.070091695227973,passe,,,,,,
0.4988299370025771,-0.003922985950640945,4.070946323267691,passe,,,,,,
0.43226148745638227,-0.06656844954619484,-5.412156224804789,passe,,,,,,
0.4631564762852833,0.030894988828901015,5.096685710632585,passe,,,,,,
0.43204862600521965,-0.03110785028006363,-5.097199241417059,passe,,,,,,
0.46293145314182105,0.0308828271366014,5.098541005641749,passe,,,,,,
0.4318323786482457,-0.03109907449357535,-5.099543179296177,passe,,,,,,
0.44502254307394323,0.013190164425697537,4.923715106124291,passe,,,,,,
0.43162166611628916,-0.013400876957654073,-4.9243120029870795,passe,,,,,,
0.4624910675245514,0.03086940140826222,5.100700833976191,passe,,,,,,
0.4314089871676309,-0.031082080356920505,-5.1013467526165925,passe,,,,,,
0.4622680358504139,0.030859048682783052,5.102714722652536,passe,,,,,,
0.3962804369849697,-0.06598759886544425,-5.952400410255336,passe,,,,,,
